"ID","title","creator-info","details","credit","section","F-number","JH-number","Object number","Dimensions","Provenance","rgb_img","bw_img","rgb_shape","bw_shape","heads","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Head of a Woman 4","Head of a Prostitute","Head of an Old Man","Torso of Venus","Torso of Venus 1","Torso of Venus 2","Torso of Venus 3","this torso of Venus","standing torso of Venus","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Male Torso","drawing","painting","portrait","still life","nude","figure (representation)","landscape (representation)","cityscape","animal art","Horse","Kneeling Ecorche","Portrait of a Prostitute","Woman Sewing","The Potato Eaters","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Van Gogh wrote","he wrote","drew","complementary colours","which he painted a number of times","He would use this technique more than once in his later work","1871 - 1880","1881","1884","1885","1886","1887","1890","Nuenen","Antwerp","Paris","Auvers-sur-Oise","Brussels"
"s0072V1962","head of a woman","vincent van gogh (1853 - 1890), nuenen, november 1884-january 1885","oil on canvas, 42.0 cm x 33.3 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","van gogh hoped one day to become a figure painter. so he was constantly drawing and painting studies of heads. he made portraits of countless men and women who worked on farms around nuenen (nl). to him, these were not portraits of individuals but depictions of types. in his eyes, they represented the hard life of farm workers. above this womans left eye (on the right of the painting) is a black dot: her pupil. this bit of paint shifted after the painting was done and ended up on her eyelid.","F0156","JH0569","s0072V1962","42.0 cm x 33.3 cm, 58.5 cm x 50 cm","with his brother theo van gogh, paris, after january 1885; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0072v1962\vangoghmuseum-s0072v1962-800-rgb.jpg","data\img\s0072v1962\vangoghmuseum-s0072v1962-800-bw.jpg","[800, 641, 3]","[800, 641]","https://vangoghmuseum.nl/en/collection?genre=heads","https://vangoghmuseum.nl/en/collection/d0267v1971","https://vangoghmuseum.nl/en/collection/s0069v1962","https://vangoghmuseum.nl/en/collection/s0139v1962","https://vangoghmuseum.nl/en/collection/s0006v1962","https://vangoghmuseum.nl/en/collection/s0062v1962","https://vangoghmuseum.nl/en/collection/s0084v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1884","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=nuenen","localhost","localhost","localhost","localhost"
"s0075V1962","plaster cast of a womans torso","vincent van gogh (1853 - 1890), paris, february-march 1887","oil on cardboard, 32.9 cm x 24.0 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F0216i","JH1072","s0075V1962","32.9 cm x 24.0 cm, 41.7 cm x 33.1 cm","left by the artist at the apartment of his brother theo van gogh, paris, sometime between february and march 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam (ratified 28 december 1970); agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0075v1962\vangoghmuseum-s0075v1962-800-rgb.jpg","data\img\s0075v1962\vangoghmuseum-s0075v1962-800-bw.jpg","[800, 573, 3]","[800, 573]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0199v1962","https://vangoghmuseum.nl/en/collection/s0200v1962","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"s0084V1962","head of a woman","vincent van gogh (1853 - 1890), nuenen, march-may 1885","oil on canvas, 43.8 cm x 30.0 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","van gogh painted this countrywoman in nuenen, where he had returned to live with his parents. she posed for him, as did many other villagers. he regarded the paintings he made of them not as portraits, but as study heads. he passionately wanted to become a good figure painter and he regarded this activity as an essential preparatory exercise. he aimed to produce a total of 50 such studies, of which 47 have survived. the van gogh museum has 10 of them in its collection.","F0069","JH0724","s0084V1962","43.8 cm x 30.0 cm, 60 cm x 46 cm","probably taken from nuenen by his brother, theo van gogh, paris, march 1885; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0084v1962\vangoghmuseum-s0084v1962-800-rgb.jpg","data\img\s0084v1962\vangoghmuseum-s0084v1962-800-bw.jpg","[800, 545, 3]","[800, 545]","https://vangoghmuseum.nl/en/collection?genre=heads","https://vangoghmuseum.nl/en/collection/s0072v1962","https://vangoghmuseum.nl/en/collection/s0069v1962","https://vangoghmuseum.nl/en/collection/s0139v1962","https://vangoghmuseum.nl/en/collection/s0006v1962","https://vangoghmuseum.nl/en/collection/s0062v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=nuenen","localhost","localhost","localhost","localhost"
"s0089V1962","torso of venus","vincent van gogh (1853 - 1890), paris, june 1886","oil on cardboard, 46.4 cm x 38.1 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","practice makes perfect: in june 1886, van gogh painted this study of a plaster model of a classical sculpture. it was part of a whole series of such studies. this standing torso of venus must have been his favourite model: he made no fewer than five studies of it. two of them are now in the collection of the van gogh museum. van gogh painted the background deep blue. he thought there was nothing so fine as [cobalt blue] for putting space around things in other words, for creating an illusion of depth.","F0216b","JH1060","s0089V1962","46.4 cm x 38.1 cm, 55.1 cm x 46.8 cm","left by the artist at the apartment of his brother theo van gogh, paris, mid june 1886; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; donated by vincent willem van gogh on 11 march 1952 to the (1st) vincent van gogh foundation, laren; transferred on 28 december 1960 by the (1st) vincent van gogh foundation to the theo van gogh foundation, laren; agreement concluded on 21 july 1962 between the (2nd) vincent van gogh foundation, amsterdam, and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; donated on 21 july 1962 by the theo van gogh foundation to the vincent van gogh foundation; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0089v1962\vangoghmuseum-s0089v1962-800-rgb.jpg","data\img\s0089v1962\vangoghmuseum-s0089v1962-800-bw.jpg","[800, 646, 3]","[800, 646]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0101v1962","https://vangoghmuseum.nl/en/collection/s0201v1962","https://vangoghmuseum.nl/en/collection/s0056v1962","localhost","localhost","https://www.vangoghmuseum.nl/en/collection/s0201v1962","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0103v1962","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0202v1962","https://vangoghmuseum.nl/en/collection/s0102v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"s0097V1962r","head of a woman","vincent van gogh (1853 - 1890), nuenen, march-may 1885","oil on canvas, 42.2 cm x 34.5 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","did van gogh care if his models were good-looking or not? he chose this woman for her appearance, but not for the reason you might expect. he was looking specifically for country people, both men and women, who had coarse, flat faces with low foreheads and thick lips. he wanted to paint 50 of them as what he called study heads. their facial features were intended to show that they lived in close communion with nature and the land they farmed. van goghs interest in physiognomy may seem odd to us now, but in his own time it was not unusual.","F0269r","JH0725","s0097V1962r","42.2 cm x 34.5 cm","with his brother theo van gogh, paris, after may 1885; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0097v1962r\vangoghmuseum-s0097v1962r-800-rgb.jpg","data\img\s0097v1962r\vangoghmuseum-s0097v1962r-800-bw.jpg","[800, 635, 3]","[800, 635]","https://vangoghmuseum.nl/en/collection?genre=heads","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=nuenen","localhost","localhost","localhost","localhost"
"s0101V1962","torso of venus","vincent van gogh (1853 - 1890), paris, june 1886","oil on cardboard, 35.3 cm x 27.1 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F0216d","JH1071","s0101V1962","35.3 cm x 27.1 cm, 43.5 cm x 35.5 cm","left by the artist at the apartment of his brother theo van gogh, paris, mid june 1886; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0101v1962\vangoghmuseum-s0101v1962-800-rgb.jpg","data\img\s0101v1962\vangoghmuseum-s0101v1962-800-bw.jpg","[800, 613, 3]","[800, 613]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0056v1962","https://vangoghmuseum.nl/en/collection/s0089v1962","https://vangoghmuseum.nl/en/collection/s0201v1962","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0103v1962","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0202v1962","https://vangoghmuseum.nl/en/collection/s0102v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"s0102V1962","kneeling ecorche","vincent van gogh (1853 - 1890), paris, june 1886","oil on cardboard, 35.2 cm x 26.8 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","an ecorche is a figure shown without skin, so that all the muscles and tendons are visible. such figures are used as aids in studying anatomy. van gogh had this type of plaster model, which he depicted here. he was then studying at the antwerp art academy. the painting is an exercise in suggesting volume. in traditional painting, volume is created through the play of light and shadow. but here van gogh tried to achieve the same effect through the thickness of his paint and the direction of his brushstrokes.","F0216f","JH1076","s0102V1962","35.2 cm x 26.8 cm, 44 cm x 36 cm","left by the artist at the apartment of his brother theo van gogh, paris, mid june 1886; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0102v1962\vangoghmuseum-s0102v1962-800-rgb.jpg","data\img\s0102v1962\vangoghmuseum-s0102v1962-800-bw.jpg","[800, 602, 3]","[800, 602]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0056v1962","https://vangoghmuseum.nl/en/collection/s0089v1962","https://vangoghmuseum.nl/en/collection/s0101v1962","https://vangoghmuseum.nl/en/collection/s0201v1962","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0103v1962","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0202v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"s0103V1962","male torso","vincent van gogh (1853 - 1890), paris, june 1886","oil on cardboard, 35.0 cm x 27.0 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F0216e","JH1078","s0103V1962","35.0 cm x 27.0 cm, 44 cm x 36 cm","left by the artist at the apartment of his brother theo van gogh, paris, mid june 1886; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0103v1962\vangoghmuseum-s0103v1962-800-rgb.jpg","data\img\s0103v1962\vangoghmuseum-s0103v1962-800-bw.jpg","[800, 611, 3]","[800, 611]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0056v1962","https://vangoghmuseum.nl/en/collection/s0089v1962","https://vangoghmuseum.nl/en/collection/s0101v1962","https://vangoghmuseum.nl/en/collection/s0201v1962","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0202v1962","https://vangoghmuseum.nl/en/collection/s0102v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"s0132V1962","head of a woman","vincent van gogh (1853 - 1890), nuenen, march 1885","oil on canvas, 38.8 cm x 31.3 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F0070a","JH0716","s0132V1962","38.8 cm x 31.3 cm, 54 cm x 46 cm","with his brother theo van gogh, paris, after march 1885; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0132v1962\vangoghmuseum-s0132v1962-800-rgb.jpg","data\img\s0132v1962\vangoghmuseum-s0132v1962-800-bw.jpg","[800, 641, 3]","[800, 641]","https://vangoghmuseum.nl/en/collection?genre=heads","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0007v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=nuenen","localhost","localhost","localhost","localhost"
"s0139V1962","head of a woman","vincent van gogh (1853 - 1890), nuenen, march 1885","oil on canvas, 42.7 cm x 33.5 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","in the winter of 1884-1885, van gogh made a large series of paintings in nuenen (nl): studies of farm workers heads. peasant women in brabant really did wear white headdresses in those days. these intrigued van gogh because of the contrast with their faces, which remained partly in shadow. the heads of these women here with the white caps its difficult but its so eternally beautiful, he wrote. at first glance, this womans headdress looks white, but if you look more carefully you can see that van gogh used a variety of colours. out of all the study heads from nuenen, this woman is the only one whose name is known: gordina de groot. she is also at the table in the potato eaters.","F0130","JH0692","s0139V1962","42.7 cm x 33.5 cm, 57.6 cm x 48.3 cm","taken from nuenen by his brother, theo van gogh, paris, at the end of march 1885; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0139v1962\vangoghmuseum-s0139v1962-800-rgb.jpg","data\img\s0139v1962\vangoghmuseum-s0139v1962-800-bw.jpg","[800, 620, 3]","[800, 620]","https://vangoghmuseum.nl/en/collection?genre=heads","https://vangoghmuseum.nl/en/collection/s0072v1962","https://vangoghmuseum.nl/en/collection/s0069v1962","https://vangoghmuseum.nl/en/collection/s0006v1962","https://vangoghmuseum.nl/en/collection/s0062v1962","https://vangoghmuseum.nl/en/collection/s0084v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://www.vangoghmuseum.nl/en/collection/s0005v1962","https://vangoghmuseum.nl/en/collection/b0435v1962","localhost","http://www.vangoghletters.org/vg/letters/let478/letter.html","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=nuenen","localhost","localhost","localhost","localhost"
"s0143V1962","portrait of a prostitute","vincent van gogh (1853 - 1890), antwerp, december 1885","oil on canvas, 46.3 cm x 38.5 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","with her hair in a bun and her jewellery, this woman looks perfectly respectable to us. but to van goghs contemporaries, her low-cut dress and eye makeup told a different story. van gogh painted this woman shortly after moving to antwerp (be). he needed models so that he could practise portrait painting. only ladies of easy virtue could be persuaded to pose for a painter they had never met before. van gogh painted this portrait in a single sitting. for the glittering earring, van gogh used a thick blob of pinkish-white paint that later fell off.","F0207a","JH1204","s0143V1962","46.3 cm x 38.5 cm, 66.4 cm x 58.1 cm","with his brother theo van gogh, paris, after december 1885; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; donated by vincent willem van gogh on 11 march 1952 to the (1st) vincent van gogh foundation, laren; transferred on 28 december 1960 by the (1st) vincent van gogh foundation to the theo van gogh foundation, laren; agreement concluded on 21 july 1962 between the (2nd) vincent van gogh foundation, amsterdam, and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; donated on 21 july 1962 by the theo van gogh foundation to the vincent van gogh foundation; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0143v1962\vangoghmuseum-s0143v1962-800-rgb.jpg","data\img\s0143v1962\vangoghmuseum-s0143v1962-800-bw.jpg","[800, 659, 3]","[800, 659]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0059v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","https://vangoghmuseum.nl/en/collection?genre=portrait","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=antwerp","localhost","localhost","localhost"
"s0199V1962","plaster cast of a womans torso","vincent van gogh (1853 - 1890), paris, february-march 1887","oil on canvas, 40.8 cm x 27.1 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","the more you zoom in, the better you can see that van gogh used a large network of thin brushstrokes to suggest the forms of the human body. its almost as if he were drawing in thin paint. you can also see the contrasting colours: green, orange-red and purple. but if you look from a distance (or through your eyelashes), all those colours melt into a warm grey. van gogh based the female torso in this painting on one of his favourite plaster casts: a small copy of a classical sculpture of venus.","F0216g","JH1055","s0199V1962","40.8 cm x 27.1 cm, 49.1 cm x 35.5 cm","left by the artist at the apartment of his brother theo van gogh, paris, february-march 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0199v1962\vangoghmuseum-s0199v1962-800-rgb.jpg","data\img\s0199v1962\vangoghmuseum-s0199v1962-800-bw.jpg","[800, 523, 3]","[800, 523]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0075v1962","https://vangoghmuseum.nl/en/collection/s0200v1962","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
