"ID","a","1","2","3","4","5","6","7","8","9","cat","639","10","11","12","13","14","143","67","exhib","15","37","16","17","217","18","19","xxii","b","no","581","316","52","127","91","197","348","20","159","39","21","22","379","23","24","25","26","27","28","321","294","265","277","291","46","320","204","78","1876","34","161","c","53","54","ch","117","139","183","29","30","31","32","33","35","36","38","40","41","42","43","44","45","47","48","49","50","51","55","56","57","58","59","60","61","62","63","64","65","66","68","69","70","71","72","73","74","75","76","77","79","80","81","82","83","84","108","412","86","85","87","89","90","92","132","93","94","95","96","97","98","99","100","101","103","104","105","106","107","109","110","111","112","113","114","115","116","118","119","120","121","122","124","125","126","128","332","nos","rhy","253","382","xv","713","34a","429","136","200","731","541","d","190","e","438","361","places","278","102","225","xxxiv","138","500","306","201","268","240","494","364","f","g","152","viii","147","189","355","346","473","487","353","133","157","360","508","232","1004","etc","145","579","158","236","172","168","188","193","185","385","860","259","288","405","374","181","269","301","829","693","489","341","501","452","493","525","295","700","597","376","549","297","465","293","559","393","377","882","616","408","588","285","347","669","180","228","557","156","173","313","520","416","553","233","328","608","512","648","577","449","309","272","481","617","620","584","565","605","582","141","397","135","194","543","389","637","169","352","440","365","241","137","437","384","407","284","252","516","1890","260","213","748","611","373","lxi","146","522","845","174","333","521","340","536","672","720","589","274","207","166","171","878","painters","634","299","271","322","1882","289","292","305","1457","339","176","263","1474","239","797","1487","1141","282","394","xix","247","1614","1618","1628","1629","xvi","3103","ed","242","167","144","164","179","237","296","198","552","186","192","609","251","337","264","6635","478","612","234","xxi","211","318","334","324","356","503","266","358","280","1888","177","279","1017","442","484","2231","2765","267","331","338","203","1880","1881","436","367","363","163","223","774","614","al","178","155","244","249","130","150","153"
"let183","Lees fond (bottom)","This me refers to Theo","Meaning: business affair transaction (not love affair)","Possibly a quotation the phrase also occurs in letter 184","Exod. 6:8 (in KJ Exod. 6:9)","The phrase Love on later in the letter is from Michelets La femme see letter 180 n. 2","Taken from Michelets Lamour see letter 180 n","Presumably Van Gogh is speaking of his earlier infatuation with Caroline Haanebeek who eventually married Willem van Stockum (cf. letter 182 n. 15)","Biblical see for instance Num. 20:17 and Deut. 5:32","Mark 12:31",,,"Van Gogh wanted to go on writing here: after the word ontdooien (thaw which comes at the end of the Dutch sentence) he wrote the word en (and) but stopped writing and started a new sentence on another sheet of paper","Ironical reference to a remark made by Uncle Stricker see letter 180","For this metaphorical comparison see also letter 182","This example is repeated in letter 187","Van Gogh later added Am I as short-sighted as that??? 15. Ps. 130:4 (Van Gogh wrote genade (mercy) instead of vergeving (forgiveness)",,,,,,"The English proverb goes Its never too late to mend the rest was added by Van Gogh. Cf. Charles Reade It is never too late to mend. A matter of fact romance. 2 vols. Leipzig 1856 (Collection of British authors vol. 374)","This is repeated in letters 187 and 189",,"The 40th anniversary of the Strickers Kees parents see letter 179 n. 7.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let184",,"In Lamour Jules Michelet speaks of women of marble (filles de marbre) as women of sadness (filles de tristesse). See Michelet Lamour p. 438","Quinine is a febrifuge i.e. a substance used to dispel or reduce fever","Matt. 10:16","The motif of this unknown drawing could correspond to the lithograph Workman sitting on a basket cutting bread (F 1663 / JH 272 ) which Van Gogh would make a year later","Baron Frederic de Nucingen appears in several of the novels in the cycle La comedie humaine by Balzac. He is an English banker of Jewish descent and therefore speaks with a heavy accent. In Splendeurs et miseres des courtisanes he says: Le tiaple negssisde boinde (le diable nexiste point the devil doesnt exist). See Balzac La comedie humaine vi. Etudes de moeurs. Scenes de la vie parisienne. Ed. Pierre Citron. Paris 1977 p","Possibly a quotation see also letter 183","In the chapter Il ny a point de vieille femme Michelet writes: For the rest a lady is a lady (Du reste une dame est une dame). (Michelet Lamour p. 385)","Evidently Van Rappard had finished in 11th (and last) place at a competition probably having submitted one of his works that was shown at the Levende Meesters (Living Masters) exhibition at Arti the archives of Arti give no further information (cf. letter 176 n. 10). The number eleven has to do with Carnaval or Shrovetide the pre-lenten festivities beginning as early as St Martins Day (11-11)","Van Gogh used bete noir again in letters 188 190 and 474.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Gogh made a note of this short sentence in his Antwerp sketchbook but it is difficult to determine exactly when he wrote it down. See Van der Wolk 1987 p. 122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let185",,"In Brieven 1914 this passage was censured","Regarding banden verbreken (break old ties) see letter 179","As also emerges from later letters (e.g. 186 227 228 234 and 235) in 1880 Mr van Gogh was thinking about having Vincent committed to a lunatic asylum in Geel. This Belgian village was a psychiatric colony where most of the patients lived in a kind of supervised freedom. With regard to this place and what was known at that time about the patient care at the institution see H.A. Banning Een uitstapje naar Gheel De Katholieke Illustratie 10 (1876-1877) NS nos. 35 41-43 45 50 pp. 275-278 323-324 335-336 339-342 355 398-399. See also letter 155 n","According to Elisabeth van Gogh her brother had his studio in an annexe by the parsonage which had earlier served as an evangelization classroom. Many years later Elisabeth was prompted by the drawing Church and parsonage in Etten (from 1876) in which the annexe is depicted (F Juv. XXI / JH Juv. 6) to write the following to Anna de Jong-van Houten: that annex was first a place where confirmation classes were held and later when V. returned from Antwerp [she means Brussels] his studio (FR b4538 11 June 1933). See cat. Amsterdam 1996 pp. 57-59 cat. no. 7","Van Gogh borrowed her and no other from Michelets Lamour see letter 180 n. 5","These are the otherwise unspecified drawings Van Gogh refers to in letter 182 saying he has sent them","This drawing of a peasant lad is not known","Man sitting by the fireplace (F 868 / JH 80 ).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let186",,"Letter 185","In La femme Jules Michelet treats the various stages of a womans life arguing that a woman can only have a happy and fulfilling life in marriage under the supervision as it were of the right man: She must have a household she must be married (Il faut quelle ait un menage il faut quelle soit mariee) (Michelet 1863 p. 34). He describes the basis of mutual love and a sense of duty and explains how the security protection and help offered by a man combined with the devotion purity and sincerity of a woman can lead to divine unity. Michelet propounds a resolute thoroughgoing and active love because The modern man knows what he wants what hes doing and where hes going (Lhomme moderne sait ce quil veut ce quil fait et ou il va) (p. 241). Van Gogh could justify his relationship with Sien by means of Michelets argument that men who are unwilling to protect a woman should be ashamed of themselves (p. 24). Michelet goes on to say: A woman dies if she has no home and no protection (La femme meurt si elle na foyer et protection) (p. 63). On Michelets Lamour cf. letter 14 n. 19","It is not known which great-uncle this refers to","Eph. 2:14","Mealtime must be the same drawing Van Gogh mentioned to Van Rappard (see letter 184 n. 4). The fire-lighter is probably identical with the peasant lad lighting the fire in the hearth mentioned in letter 185. By the almsman Van Gogh must mean Man sitting by the fireplace (F 868 / JH 80 ) see letter 185. Almsmen received poor relief from the diaconate of the Dutch Reformed congregation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let187","Meaning er slecht voorstaan (to be in bad shape to be in a bad way)","Van Gogh had asked for this money in letter 183","In My wife and I (1872) and its sequel We and our neighbours (see RM12 n. 1) Beecher-Stowe spoke up for women as a disadvantaged group in society. For Jane Eyre and Shirley by Currer Bell (pseudonym of Charlotte Bronte) see letter 170 n. 5","In La femme Jules Michelet uses the phrase something that beats under the left breast (quelque chose qui batte sous la mamelle gauche) (Michelet 1863 p. 13)","Deut. 28:23","Song of Sol. 2:17","Acts 7:1","Heb. 11:9","Ironical reference to a remark made by Uncle Stricker see letter 180","Biblical. Cf. Col. 1:16",,,"The same analogy occurs in letter 183","Vincent calls Theo a lucky dog in letter 182 as well","Biblical","This phrase also occurs in letter 183","Possibly an allusion to the armour of God in Eph. 6:11-13",,,,"Taken from La Fontaine Fables (ii 18): If you shut the door in its face it will come back through the windows (Quon lui ferme la porte au nez il reviendra par les fenetres)",,"Cf. Isa. 35:1","Taken from Michelets Lamour and La femme see letter 180 n",,"Cf. the desolation passage quoted from Michelet in letter 181 n. 8","Taken from Michelets Lamour see letter 180 n. 5",,"Read: legde (laid)",,,,,,,,,"Luke 9:62",,,"Cf. Jer. 17:4 and Micah 7:18","Read: God",,"Comparing being in love to eating strawberries is something that originated with Theo (see letter 182)","On 15 November 1881 Willemien had moved to Haarlem with the family she worked for as a governess (see letter 168 and GAW)","This drawing has probably not been preserved. For the extant drawings of diggers made by Van Gogh in Etten see letter 172 n. 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let188","Read: als hij inderdaad degene was die ik heb gezien (if indeed he was the one I saw).b. Van Gogh wrote the words much more satisfactory in English","Siebe Johannes ten Cate was a friend of Van Rappard. Despite Ten Cates reservations about the academy expressed later in the letter he was probably the one who had persuaded Van Rappard to attend a winter semester at the Brusselse Academie Royale in 1880. See exhib","Luke 5:4","The metaphors of catching fish and eye beams refer to Matt. 7:10 and Matt. 7:4-5 catching fish could also be an allusion to John 21:1-14","Cf. Luke 11:46","For the source of this phrase which was taken from Petites miseres de la vie humaine by Old Nick and Grandville see letter 178 n. 6.",,,,,"Amsterdam 1974 pp. 11 16 61 De Bodt 1995 pp. 241 249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let189",,"With regard to Van Goghs problems in the Borinage see letter 153 n","A bibliography of the writings of J.P. Stricker appeared in Berlage 1887 pp. 35-36 see also BLGNP vol. 1 p","J.P. Stricker De schriftelijke nalatenschap der oud-Israelitische profeten wijzen en dichters. Amsterdam 1880 (Volksbibliotheek published on behalf of the Vereeniging tot handhaving en voortplanting van het liberale beginsel (Association for the maintenance and propagation of the principle of liberalism). See Brinkman 1882-1891 Powers Erickson 1998 p. 64 (n. 7) and Greer 1997 p. 42","Examples of this are: De profetie van Habakuk. (Eene bijdrage tot regte waardering van de profetische schriften des Ouden Verbonds) published in Maandschrift voor den Beschaafden Stand ter Bevordering van Bijbelkennis en Christelijk Leven. Amsterdam 1856 pp. 257-281 and De profetie van Nahum in Maandschrift voor Christenen ter Bevordering van Bijbelkennis en Godsdienstig Leven. Amsterdam 1861 pp. 699-732. Evidently the last essay was also published separately (see Berlage 1887 p. 35). Stricker wanted to make these books of the Bible which were less well known and not yet available in modern translations accessible to the faithful in the hope of arousing their interest and appreciation. He sketches the historical background of the prophets and the biblical texts giving a summary and analysis of their prophecies and emphasizing their poetical qualities","Uncle Vincent and Aunt Cornelie who lived in Princenhage","For Monsieur X see letter 187","Regarding this pronouncement taken from Michelets Lamour and La femme see letter 180 n. 2","Mammon is the personification of riches as an evil spirit cf. Matt. 6:24","Deut. 28:23. 10. 1 Pet. 4:8",,,,"Cf. Ps. 130:4 Van Gogh wrote genade (mercy) instead of vergeving (forgiveness)","In this context see Michelet who says in his Introduction to Lamour: The greatest success of the day is that of a book by a woman Mrs Stowes novel which has been translated into every language and is read all over the world and has become the gospel of freedom for a race (Le plus grand succes du temps est celui dun livre de femme le roman de madame Stowe traduit dans toutes les langues et lu par toute la terre devenu pour une race levangile de la liberte) (Michelet Lamour p. 19).b. stuffed God: Van Gogh added the French (empaille) which also means stuffed","Cf. 1 John 4:7-16","A reference to letters 183 and 187",,,,"For onberouwelijk (unrepentant) cf. Rom. 11:29 (without repentance)",,"Cf. Heb. 11:9 and Jer. 12:5","On 7 December the Strickers would celebrate their 40th anniversary",,"This refers to the family of Edouard Jean Conrad Hamman who lived in Paris. Vincent visited them in 1875 and Theo paid them a visit in the summer of 1878 the brothers had been encouraged to do this by their parents and Uncle Vincent (FR b982 b984 b990 and b5342). See also letter 41 n. 10","A saying that means leaving matters to take their own course going on as though nothing had happened",,,,,,,,,,,"This probably refers to a recent drawing of a digger possibly Digger (F 866 / JH 54 ) cf. also the digger mentioned in letter 187",,,"Taken from Jean de la Fontaine Fables see letter 127 n. 20","A saying. Van Gogh wrote lieux (places) but meant lieues (leagues here miles)",,"A saying that means One shouldnt sell the bearskin before shooting the bear (Dont count your chickens before they hatch)","Luke 11:23 and Matt. 12:30. Michelet does not quote these biblical passages literally Van Gogh means that in such books as Lamour and La femme Michelet in contrast to Mr van Gogh argues in favour of uniting lovers","In his Introduction to Lamour Michelet says: Two people spend less than one. I see many a bachelor who remains such from a dread of the expenses of marriage but spends infinitely more. (Deux personnes depensent moins quune. Je vois force celibataires qui restent tels par leffroi des depenses du mariage mais depensent infiniment plus.) And he goes on to say: These marriages of a moment that are womens wretchedness are not for that reason the less dearly beloved by men (Ces mariages dun moment qui sont la misere de la femme nen sont pas moins tres-chers pour lhomme) (Michelet Lamour pp. 39-40)","Deut. 28:23","Van Gogh plays on words in the French","Taken from Michelets La femme (Michelet 1863 p. 67). Van Gogh quotes this sentence again in letters 225 and 245",,,,,,,,,,,,,"Read: onbarmhartig (mercilessly here cruelly)",,,,,,,"Taken from Michelets Lamour see letter 180 n. 2","A reference to the Trojan horse by means of which the Greeks were able to conquer Troy after a 10-year siege (as described in Homers Iliad)","Luke 15:4-7.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meaning: guard save salvage (here defend)",,"Meaning: slecht (bad in this context shaky)",,,,,,,,,,,,,,,"He also made contributions to various issues of Het Morgenlicht: Stichtelijk Dagboek voor het Christelijk Gezin (from 1866) and Bijbelsch Dagboek of Godsdienstige Overdenkingen the sequel of Godsdienstig Dagboek of Stichtelijke Overdenkingen op Elken Dag des Jaars (from 1858)","Meaning: tegenwerken (thwart hinder cross)","Meaning: slagen (succeed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let190","Meaning: prikkelt (stimulates spurs)","This is letter 188","Van Gogh later added the sentence (Let us... Mauve)","A reductio ad absurdum is a method of proving the falsity of a premiss principle etc. by showing that the conclusion or consequence is absurd (OED)","Cf. Matt. 6:22 and Luke 11:34","In Sunds opinion this passage indicates knowledge of Zolas essay Le moment artistique published in Mes haines. See Sund 1992 pp. 53-54. Zolas book is first mentioned however in letter 358. Moreover Van Gogh puts the work and the author on the same plane whereas Zola puts the author first.",,,,,,,,,,,,,,,,,,,,,,,"Meaning: grondstelling uitgangspunt (basic principle)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let191","Meaning: directe (candid) onopgesmukte (plain-spoken)","Regarding Mauves plan to visit Etten see letters 181 and 189. In fact the Strickers rejection of Vincent also influenced his decision to leave Amsterdam and go to The Hague","Still life with an earthenware pot and clogs (F 63 / JH 920 ). See cat. Amsterdam 1999 p. 31 (n. 4)","The boarding-house must therefore have been close to Uilebomen 198 (now the Zuid-Oost-Buitensingel) in The Hague where Mauve was living at the time","Van Gogh had spent three days in Amsterdam hoping to see Kee Vos (see letter 193). Meanwhile is an ironical reference to a remark made by Uncle Stricker (see letter 180)","This saying originated with Theo see letter 182","Willemien who was 19 at the time had meanwhile moved to Haarlem and was keeping Vincent up to date regarding Kee (see letter 187)","Weissenbruchs nickname was De vrolijke Weiss (The merry tune) see letter 11 n. 17.",,,,,,,,,,,,,,,,,,,,,"Meaning: opduiken (turn up crop up)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let192",,"Three of the five still lifes are still known: Still life with cabbage and clogs (F 1 / JH 81 ) corresponding to letter sketch C Still life with an earthenware pot and clogs (F 63 / JH 920 ) see letter 191) and Still life with a straw hat (F 62 / JH 922 ). Letter sketch B gives an impression of the fourth (unknown) still life of a terracotta childs head with a fur cap","The two watercolours are Scheveningen woman sewing (F 869 / JH 83 ) on which letter sketch D is based (F - / JH 86) and Scheveningen woman knitting (F 870 / JH 84 ) depicted in letter sketch E (F - / JH 87). There is a third watercolour Scheveningen woman (F 871 / JH 85 ) whose smaller measurements probably put it in the category of the above-mentioned scratches an impression of which is given in letter sketch A (F - / JH 88). See cat. Amsterdam 1996 pp. 99-101 cat. no","Mrs van Gogh wrote to Theo about the prevailing mood of optimism: Received cheerful letters from Vincent about his work. He sees riches in store for us its enough that hes hard at work and receiving capable instruction he didnt know yet but thought hed come home at the end of the week. We have no studio in mind as yet but he must see it for himself there arent many large rooms facing north. Well may he succeed in his work (FR b2239 19 December 1881)","This was Scheveningen woman knitting (F 870 / JH 84 ). In July 1882 Van Gogh gave this watercolour to the assistant physician Cornelis Anthonie Molenaar (see letter 245).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a. Meaning: showy (here vulgar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"let193","Meaning: opduiken (surface here arise)","Vincent is referring to letter 192 ll. 23-24","Anton Mauve","For these five painted still lifes and two watercolours see letter 192 nn. 1 and 2","The last part of the utterance is quoted again in letter 458 where the word energique has been added","For the source of this phrase borrowed from Petites miseres de la vie humaine by Old Nick and Grandville see letter 178 n. 6","The Dutch al te maal laria contains a pun on allemaal larie (complete nonsens) and al te Malaria (too much malaria)","Jan Jacob Lodewijk ten Kate Goethes Faust (1878). In addition to expensive folio editions produced in 1878-1879 by the Leiden publisher A.W. Sijthoff three inexpensive editions appeared on the market in 1881. See Brinkman 1850-1882","This refers to Gretchens illegitimate child from Faust and her languishment on the edge of insanity. Their love had begun as sensual pleasure","The expression picking strawberries in the spring originated with Theo (see letter 182)",,,"In February 1881 Mr and Mrs Stricker had moved to Keizersgracht 8. The evening in question was probably that of Thursday 24 November","Johannes Andries Stricker had obtained his doctorate in letters from Utrecht University and was employed as a lecturer (FR b2660 and SAAm Adresboek 1882-1883)","Of the exhibitions held in 1881 at the artists society Arti et Amicitiae three catalogues are known: Catalogus van de tentoonstelling van schilderijen enz. van Levende Meesters Catalogus van de tentoonstelling van kunstwerken van Levende Meesters and Catalogus van de Tentoonstelling van teekeningen enz. (Amsterdam Van Gogh Museum Library. Shelf mark TS 3100-3102). They make no mention of the months in which the exhibitions were held but the exhibitions of paintings were generally held in the autumn. Cf. Stolwijk 1998 p. 163","Aunt Mina Willemina C.G. Stricker-Carbentus","In Du pretre de la femme de la famille (1845) Jules Michelet claims that priests exercise power over women principally through the confessional. The result is divided families with non-believing anticlerical husbands at loggerheads with their pious wives. The harmony of the home is threatened by those whom Michelet describes as enemies of the modern spirit. Van Gogh was wildly enthusiastic about this theory as evidenced by a letter from the previously mentioned J.A. Stricker to Jo van Gogh-Bonger in which he writes about a trip Vincent made to Amsterdam about ten years ago now to show his drawings to Uncle Cor. At the time I had two long visits from him during which we did a lot of talking. On that occasion he spoke to me of Michelets Le pretre la femme et la famille. He was wildly enthusiastic about it (FR b2917 17 February 1892)",,,,"This phrase was taken from Jules Michelets Lamour (see letter 180 n. 2)",,"It is not known whether Van Gogh visited the woman described in this letter in Amsterdam or The Hague though the latter venue is more likely. It has been assumed that she was Sien Hoornik Vincents later model and lover but there is no proof of this. Van Gogh claims to have met Sien only at the end of January 1882 (see letter 228)","Taken from Jules Michelets Lamour (see letter 181 n. 10)",,"Regarding the insinuation that Theo also had experience of such matters see for instance letter 42","Cf. Ps. 51:7 (in KJ Ps. 51:5)",,"Meaning: arriveerde ik bij Mauve (I arrived at Mauves)",,,,,,,,,"Taken from Jules Michelets Lamour (see letter 27 n. 2)",,,"Van Gogh frequently makes ironical references to this remark made by Uncle Stricker first doing so in letter 180","A reference to the closing line of Het gebed van den onwetende. Uit het dagboek van een krankzinnige (1861) by Multatuli pseudonym of Eduard Douwes Dekker (Prayer of an unbeliever. From the diary of a madman). There were numerous editions of this poem (especially popular among free-thinkers) it was also reprinted many times in socialist and anarchist circles. See Multatuli Volledige werken. 7 vols. Amsterdam 1950-1953 vol. 1 pp. 473-478",,"Drawing parallels between being in love and eating strawberries was something that originated with Theo (see letter 182)","Cf. Matt. 7:3-5 and Luke 6:41-42","Taken from the poem Onvermoeid (Tireless) by P.A. de Genestet: see letter 179 n","Before he became an apostle Simon Petrus was a fisher (Matt. 4:18)","Cf. Ps. 27:13","The Tigris and the Euphrates are two large rivers in Asia Minor which converge at Korna and then flow into the Persian Gulf. The Euphrates is also mentioned in the Book of Revelation",,,,,,,,,,,,,,,,,,,,"Anna Carbentus one of the daughters of Sophie (Fie) Cornelia Elisabeth van Bemmel and Arie Carbentus a brother both of Mrs van Gogh and of Willemina C.G. Stricker-Carbentus Uncle Strickers wife married the painter Adolf Lecomte. The marriage ceremony was performed by Uncle Stricker. Mauves presence at the wedding can be explained by the fact that he had married Annas sister Jet in November 1874 and also gave Lecomte advice on painting. The marriage took place on 14 July 1881 in The Hague (GAH)","Probably Cornelius Johannes van Zuijlen who was known as Pater (Father) Bernhard. A priest since 1867 he was active in Rotterdam in 1869 in Delft in 1871 and as chaplain of the Heilige Antonius van Paduakerk in The Hague in 1883 (Nijmegen Katholiek Documentatiecentrum).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
